ID,G,GS,CG,ShO,W,L,SV,BS,HO,IP,BF,AB,H,D,T,HR,BB,HP,ER,R,K
8726,16,0,0,0,1,1,0,0,0,20,0,0,21,0,0,3,7,0,10,11,19,SCruz
4096,17,0,0,0,1,1,0,0,0,19,0,0,18,0,0,3,7,0,9,9,23,RStephenson
7173,8,0,0,0,1,1,0,0,0,19,0,0,21,0,0,3,10,0,11,12,19,CBrogdon
5927,18,0,0,0,1,1,3,0,0,19,0,0,18,0,0,2,5,0,8,8,16,AKittredge
8324,17,0,0,0,1,1,0,0,0,19,0,0,17,0,0,3,7,0,9,10,17,TCosgrove
6604,17,0,0,0,1,1,0,0,4,19,0,0,19,0,0,2,7,0,9,9,18,ESwanson
5149,7,0,0,0,1,1,0,0,0,19,0,0,19,0,0,3,6,0,9,9,14,RYarbrough
7448,14,0,0,0,1,1,0,0,0,19,0,0,18,0,0,3,8,0,10,11,17,BSousa
8362,14,0,0,0,1,1,0,0,0,19,0,0,21,0,0,2,7,0,10,11,17,RLoutos
8758,3,3,0,0,1,1,0,0,0,19,0,0,18,0,0,3,9,0,10,11,16,JIriarte
8544,3,3,0,0,1,1,0,0,0,18,0,0,19,0,0,3,9,0,10,11,16,HWaldrep
6641,3,3,0,0,1,1,0,0,0,18,0,0,17,0,0,2,8,0,10,11,17,PSandoval
8031,3,3,0,0,1,1,0,0,0,18,0,0,19,0,0,2,7,0,10,11,14,CPetty
7482,3,3,0,0,1,1,0,0,0,18,0,0,14,0,0,2,5,0,6,7,19,KBradish
6351,14,0,0,0,1,1,0,0,0,18,0,0,15,0,0,2,8,0,7,8,16,CSulser
7705,3,3,0,0,1,1,0,0,0,18,0,0,18,0,0,3,7,0,9,10,15,LAllen
9142,14,0,0,0,1,1,0,0,0,18,0,0,17,0,0,2,7,0,10,10,19,MFlynn
9301,3,3,0,0,1,1,0,0,0,17,0,0,17,0,0,2,7,0,9,10,15,CSchlittler
9322,3,3,0,0,1,1,0,0,0,17,0,0,20,0,0,3,5,0,10,11,14,RPina
9152,12,0,0,0,1,1,0,0,1,17,0,0,17,0,0,2,4,0,7,8,15,MLazar
7411,13,0,0,0,1,1,0,0,0,17,0,0,18,0,0,2,5,0,8,9,14,MKranick
7978,3,3,0,0,1,1,0,0,0,17,0,0,16,0,0,3,7,0,9,9,13,JFrance
9143,6,0,0,0,1,1,0,0,0,17,0,0,18,0,0,3,7,0,9,10,15,CGillispie
7686,14,0,0,0,1,1,0,0,0,17,0,0,19,0,0,2,6,0,9,11,16,JHill
9204,10,0,0,0,1,1,0,0,0,17,0,0,20,0,0,2,6,0,10,11,16,JRooney
5469,16,0,0,0,1,1,0,0,0,17,0,0,17,0,0,2,7,0,8,9,16,EDeLosSantos
8810,3,3,0,0,1,1,0,0,0,17,0,0,15,0,0,3,5,0,9,9,15,CGordon
8669,6,0,0,0,1,1,0,0,0,16,0,0,13,0,0,2,7,0,7,8,16,JaLopez
6040,9,0,0,0,1,1,0,0,0,16,0,0,15,0,0,2,7,0,7,8,19,JSborz
8838,12,0,0,0,1,1,0,0,1,16,0,0,16,0,0,3,6,0,8,9,17,JSterner
8322,6,0,0,0,1,1,0,0,0,16,0,0,16,0,0,2,8,0,8,9,14,HHarris
9131,3,3,0,0,1,1,0,0,0,16,0,0,15,0,0,2,8,0,10,10,15,SAldegheri
7825,11,0,0,0,1,1,0,0,0,16,0,0,15,0,0,2,4,0,6,7,13,SEffross
7927,14,0,0,0,1,1,0,0,1,16,0,0,15,0,0,2,4,0,6,7,18,NEnright
8109,3,3,0,0,1,1,0,0,0,16,0,0,13,0,0,2,5,0,7,7,15,ISeymour
7840,15,0,0,0,1,1,0,0,0,16,0,0,14,0,0,2,7,0,7,8,18,DMoreta
8079,3,3,0,0,1,1,0,0,0,16,0,0,16,0,0,2,6,0,8,9,11,CKilian
7036,3,3,0,0,1,1,0,0,0,16,0,0,14,0,0,2,7,0,7,8,15,AManoah
6201,3,3,0,0,1,1,0,0,0,16,0,0,15,0,0,2,6,0,8,9,13,TRogers
7563,12,0,0,0,1,1,0,0,0,16,0,0,18,0,0,2,6,0,8,9,12,YeDeLosSantos
7821,3,3,0,0,1,1,0,0,0,16,0,0,17,0,0,2,5,0,9,9,12,CCriswell
1141,3,3,0,0,1,1,0,0,0,16,0,0,17,0,0,2,6,0,9,10,13,CCarrasco
8746,3,3,0,0,1,1,0,0,0,16,0,0,16,0,0,2,6,0,8,9,14,KMontero
8823,3,3,0,0,1,1,0,0,0,16,0,0,17,0,0,2,6,0,9,10,13,RBergert
8705,3,3,0,0,1,1,0,0,0,16,0,0,17,0,0,2,5,0,9,10,13,TRoby
8854,3,3,0,0,1,1,0,0,0,16,0,0,16,0,0,3,8,0,10,10,16,CPalmquist
1424,14,0,0,0,1,1,0,0,0,16,0,0,14,0,0,2,6,0,7,7,17,AOttavino
8729,11,0,0,0,1,1,0,0,0,15,0,0,14,0,0,2,6,0,7,8,16,LLittle
7867,13,0,0,0,1,1,0,0,0,15,0,0,15,0,0,2,4,0,7,8,14,ERoberts
7352,10,0,0,0,1,1,0,0,0,15,0,0,16,0,0,2,5,0,8,8,15,JDashwood
9197,13,0,0,0,1,1,0,0,0,15,0,0,14,0,0,2,6,0,7,7,16,JDreyer
8808,12,0,0,0,1,1,0,0,0,15,0,0,13,0,0,2,6,0,7,7,15,LContreras
5353,13,0,0,0,1,1,0,0,0,15,0,0,15,0,0,2,4,0,7,8,11,DTate
8319,8,0,0,0,1,1,0,0,0,14,0,0,14,0,0,2,5,0,6,7,12,CLegumina
8718,11,0,0,0,1,1,0,0,0,14,0,0,14,0,0,2,6,0,7,8,13,JMcMillon
8265,7,0,0,0,1,1,0,0,0,13,0,0,13,0,0,2,3,0,6,7,11,KHerget
9260,11,0,0,0,1,1,0,0,0,13,0,0,12,0,0,2,3,0,6,6,12,ZAgnos
6313,11,0,0,0,0,1,0,0,0,13,0,0,14,0,0,2,5,0,7,8,11,DCastillo
1202,10,0,0,0,1,1,0,0,0,12,0,0,12,0,0,1,4,0,5,5,11,JChavez
6276,5,0,0,0,1,1,0,0,0,12,0,0,12,0,0,2,5,0,6,7,12,ElvRodriguez
8644,9,0,0,0,1,1,0,0,0,12,0,0,13,0,0,2,4,0,6,7,12,GAnderson
8441,4,0,0,0,1,1,0,0,0,12,0,0,14,0,0,2,3,0,7,8,10,DDodd
8426,10,0,0,0,1,1,0,0,0,12,0,0,11,0,0,2,5,0,6,7,12,DRobert
8433,11,0,0,0,1,1,0,0,0,12,0,0,13,0,0,2,4,0,6,7,12,BEisert
8759,4,0,0,0,1,1,0,0,0,12,0,0,12,0,0,1,4,0,5,6,9,TMcDonald
8468,9,0,0,0,1,1,0,0,0,12,0,0,12,0,0,1,4,0,5,6,12,AMisiaszek
5899,6,0,0,0,1,1,0,0,0,12,0,0,12,0,0,1,4,0,5,6,11,RBorucki
9202,4,0,0,0,1,1,0,0,0,12,0,0,12,0,0,1,5,0,6,6,12,CRagsdale
5739,9,0,0,0,1,1,0,0,0,12,0,0,13,0,0,1,4,0,6,7,12,JStaumont
8429,11,0,0,0,1,1,0,0,0,12,0,0,11,0,0,2,6,0,6,6,13,EAlvarado
6591,11,0,0,0,1,1,0,0,0,12,0,0,12,0,0,2,5,0,6,7,12,TStephan
7079,7,0,0,0,1,1,0,0,0,12,0,0,12,0,0,2,5,0,6,7,12,ESmall
8800,9,0,0,0,1,1,0,0,0,12,0,0,13,0,0,2,6,0,7,7,13,ZMaxwell
9194,7,0,0,0,1,1,0,0,0,12,0,0,14,0,0,2,3,0,6,7,10,TOwens
6001,8,0,0,0,1,1,0,0,0,12,0,0,13,0,0,2,5,0,7,7,12,AMoore
7966,4,0,0,0,1,1,0,0,0,12,0,0,13,0,0,2,5,0,7,7,11,MBurrows
7110,9,0,0,0,1,1,0,0,0,12,0,0,13,0,0,2,6,0,7,7,11,LFrias
8215,11,0,0,0,0,1,0,0,0,12,0,0,13,0,0,2,5,0,7,8,12,PStrzelecki
8357,10,0,0,0,1,1,0,0,0,12,0,0,11,0,0,1,5,0,5,6,12,ESisk
3149,9,0,0,0,1,1,0,0,0,12,0,0,11,0,0,2,6,0,6,6,11,MMoore
9289,5,0,0,0,1,1,0,0,0,12,0,0,13,0,0,2,4,0,6,7,10,MDarrellHicks
8822,11,0,0,0,1,1,0,0,0,12,0,0,12,0,0,2,5,0,6,7,11,MPetersen
6976,4,0,0,0,0,1,0,0,0,12,0,0,13,0,0,2,4,0,7,7,10,JBowlan
6474,5,0,0,0,1,0,0,0,0,11,0,0,12,0,0,1,2,0,4,5,8,BGraterol
7486,4,0,0,0,1,0,0,0,0,11,0,0,10,0,0,1,3,0,5,4,10,CPoteet
9079,9,0,0,0,1,1,0,0,0,11,0,0,11,0,0,2,4,0,5,5,12,JNeely
5884,10,0,0,0,1,1,0,0,0,11,0,0,12,0,0,2,4,0,6,6,10,GGallegos
8671,7,0,0,0,1,1,0,0,0,11,0,0,10,0,0,1,6,0,6,6,13,DPalencia
9207,4,0,0,0,1,1,0,0,0,11,0,0,11,0,0,1,4,0,6,6,11,ECastellano
5150,5,0,0,0,1,1,0,0,0,11,0,0,12,0,0,2,4,0,6,6,9,SBlewett
7236,9,0,0,0,1,1,0,0,0,11,0,0,12,0,0,2,4,0,6,7,11,AMisiewicz
5206,9,0,0,0,1,1,0,0,0,11,0,0,11,0,0,1,4,0,5,5,9,MBowman
8323,9,0,0,0,1,1,0,0,0,11,0,0,10,0,0,1,5,0,5,6,11,CSelby
8455,8,0,0,0,1,1,0,0,0,11,0,0,11,0,0,1,5,0,5,6,11,KStrowd
8460,10,0,0,0,1,1,0,0,0,11,0,0,10,0,0,1,5,0,5,6,12,JWalker
6711,9,0,0,0,1,1,0,0,0,11,0,0,12,0,0,2,4,0,6,6,9,NAnderson
5143,9,0,0,0,1,1,0,0,0,11,0,0,11,0,0,1,4,0,6,6,9,MCastro
7055,4,0,0,0,1,1,0,0,1,11,0,0,11,0,0,1,5,0,6,6,11,ZThompson
7534,5,0,0,0,1,1,0,0,0,11,0,0,11,0,0,1,5,0,6,6,9,RContreras
7395,6,0,0,0,1,1,0,0,1,11,0,0,11,0,0,1,6,0,6,7,11,SDubin
8730,7,0,0,0,1,1,0,0,0,11,0,0,11,0,0,1,5,0,6,6,10,ELucas
9343,9,0,0,0,1,1,0,0,0,11,0,0,12,0,0,2,4,0,6,6,10,BRodriguez
8713,7,0,0,0,1,1,0,0,0,11,0,0,13,0,0,1,4,0,6,7,9,MSvanson
8298,4,0,0,0,0,1,0,0,0,11,0,0,13,0,0,1,4,0,6,7,8,JBrito
8300,4,0,0,0,0,1,0,0,0,11,0,0,11,0,0,2,5,0,6,7,10,RMunoz
8728,5,0,0,0,1,0,0,0,0,10,0,0,9,0,0,1,5,0,4,4,10,ASaalfrank
7528,7,0,0,0,1,1,2,0,0,10,0,0,9,0,0,1,4,0,4,5,10,EBazardo
7391,4,0,0,0,1,1,0,0,0,10,0,0,10,0,0,2,4,0,5,5,10,KNelson
7336,7,0,0,0,1,1,0,0,0,10,0,0,10,0,0,1,4,0,5,5,9,CBolton
6523,6,0,0,0,0,1,0,0,0,10,0,0,11,0,0,1,4,0,5,6,9,JKowar
5713,8,0,0,0,0,1,0,0,0,10,0,0,9,0,0,1,6,0,6,6,10,SFujinami
8023,7,0,0,0,1,1,0,0,0,10,0,0,10,0,0,1,4,0,5,5,11,DSweet
7034,3,0,0,0,1,1,0,0,0,10,0,0,11,0,0,1,3,0,5,6,8,TPhillips
6524,5,0,0,0,0,1,0,0,0,10,0,0,11,0,0,2,4,0,5,6,9,MMercado
7854,3,0,0,0,0,1,0,0,0,10,0,0,10,0,0,1,4,0,6,6,9,ARangel
8855,2,2,0,0,0,1,0,0,0,10,0,0,10,0,0,1,3,0,6,6,8,JRock
8594,2,2,0,0,1,1,0,0,0,10,0,0,10,0,0,1,4,0,5,6,8,CMena
8540,2,2,0,0,0,1,0,0,0,9,0,0,10,0,0,2,3,0,5,5,8,THarrington
8784,2,2,0,0,0,1,0,0,0,9,0,0,9,0,0,1,4,0,5,5,9,MBarnett
9006,2,2,0,0,0,1,0,0,0,9,0,0,9,0,0,1,4,0,5,5,7,DHackenberg
9198,2,2,0,0,0,1,0,0,0,9,0,0,9,0,0,1,3,0,5,6,7,TAdams
7510,3,0,0,0,0,1,0,0,0,8,0,0,9,0,0,1,3,0,5,5,6,JHeasley
9392,2,2,0,0,0,1,0,0,0,8,0,0,8,0,0,1,3,0,4,5,6,JPintaro
7056,2,2,0,0,0,1,0,0,0,8,0,0,8,0,0,1,4,0,4,5,7,JGray
7837,2,2,0,0,0,1,0,0,0,8,0,0,8,0,0,1,3,0,4,4,6,JDiaz
9264,2,2,0,0,0,1,0,0,0,8,0,0,8,0,0,1,3,0,4,4,7,DAcker
9183,2,2,0,0,0,1,0,0,0,8,0,0,8,0,0,1,3,0,4,4,6,BCastano
7518,2,2,0,0,0,1,0,0,0,8,0,0,8,0,0,1,4,0,5,5,7,LRichardson
8988,2,2,0,0,0,1,0,0,0,8,0,0,8,0,0,1,3,0,4,5,6,LEvans
4624,2,2,0,0,0,1,0,0,0,8,0,0,10,0,0,1,2,0,5,6,5,RStripling
