Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Reed Garrett","NYM",2,2,,4.74579,36,0,0,1,36,162,37,21,19,4,16,,1,32,8.10307,4.09408,1.97922,1.11728,0.200446,0.101275,0.09917028248310089,0.255146,1.47616,0.301231,0.691745,,,4.53529,0.0188357,-0.0887461,999,,,,"16866"
"Jose A. Ferrer","WSN",2,2,,4.38587,38,0,0,1,38,165,38,20,19,5,14,,2,31,7.32404,3.35701,2.18172,1.11986,0.187011,0.0857172,0.1012934073805809,0.257105,1.38238,0.296194,0.705547,,,4.52179,0.0178853,0.0205952,999,,,,"24017"
"Ethan Roberts","CHC",1,1,,4.21351,16,0,0,1,16,69,15,8,7,2,6,,1,16,9.00501,3.42646,2.62808,1.1639,0.231748,0.0881815,0.14356651902198792,0.241205,1.31496,0.293407,0.719659,,,4.26773,0.0173203,0.0155116,999,,,,"24930"
"Adrian Morejon","SDP",2,2,,4.11825,48,0,0,4,48,206,44,24,22,7,18,,2,48,8.91413,3.38674,2.63207,1.28898,0.230351,0.0875171,0.14283394068479538,0.239008,1.30318,0.285554,0.729441,,,4.40125,0.0169505,0.0366054,750.1199951171875,,,,"20039"
"John King","STL",2,2,,4.04249,34,0,0,1,34,147,37,17,15,4,10,,1,22,5.89917,2.70796,2.17845,0.951132,0.151243,0.069427,0.0818164125084877,0.269865,1.37894,0.300705,0.722838,,,4.33506,0.0163689,0.0276547,999,,,,"22051"
"Allan Winans","ATL",1,1,,4.07909,12,0,0,1,12,51,12,6,5,2,3,,1,10,7.85159,2.40051,3.27079,1.136,0.204989,0.0626725,0.14231623709201813,0.256614,1.27549,0.300958,0.712313,,,4.12542,0.015535,0.0142005,749.6699829101562,,,,"21238"
"Landon Knack","LAD",1,1,,4.39309,20,0,0,1,20,86,20,10,10,3,6,,1,18,7.95213,2.82773,2.8122,1.32696,0.205981,0.0732456,0.13273556530475616,0.252231,1.30858,0.290911,0.712933,,,4.44623,0.0154837,0.0135813,750.5999755859375,,,,"sa3014518"
"Rob Zastryzny","MIL",1,1,,4.30265,12,0,0,1,12,52,12,6,6,2,5,,1,12,8.73522,3.38554,2.58016,1.32152,0.222715,0.0863185,0.13639672845602036,0.246587,1.3474,0.292206,0.727637,,,4.4805,0.0139167,0.0123025,999,,,,"15094"
"Andrew Bellatti","PHI",1,1,,4.81689,17,0,0,1,17,75,16,10,9,3,8,,1,19,10.1082,4.14845,2.43663,1.5045,0.253884,0.104195,0.14968939870595932,0.239781,1.39765,0.294143,0.708458,,,4.73384,0.0136315,-0.0228409,999,,,,"10657"
"Tejay Antone","CIN",2,3,,4.74025,48,0,0,1,48,209,47,27,25,7,20,,3,46,8.71832,3.78169,2.3054,1.4041,0.222395,0.096467,0.12592843174934387,0.250214,1.39102,0.29573,0.703826,,,4.77302,0.0126369,0.0104585,744.2100219726562,,,,"16233"
"Josh Simpson","MIA",1,1,,4.16294,14,0,0,1,14,62,12,7,6,2,7,,1,16,10.2102,4.63846,2.2012,1.07453,0.257729,0.117086,0.1406436264514923,0.232013,1.40074,0.298956,0.727087,,,4.29552,0.0116147,0.0157103,999,,,,"sa1053035"
"Caleb Kilian","CHC",1,1,,4.39704,20,0,0,1,20,87,20,11,10,2,7,,1,16,7.40494,3.12446,2.36999,1.04728,0.189173,0.0798201,0.10935275256633759,0.258595,1.36866,0.300605,0.694912,,,4.31967,0.0114281,-0.0107347,748.8499755859375,,,,"26213"
"Michael Plassmeyer","PIT",0,1,,4.36878,10,0,0,1,10,43,10,5,5,1,3,,1,9,7.66504,2.79545,2.74197,1.24715,0.19712,0.0718899,0.12523023784160614,0.254572,1.31425,0.293022,0.705931,,,4.48735,0.01092,0.0125765,999,,,,"23191"
"Jacob Barnes","WSN",2,2,,4.94481,44,0,0,1,44,196,46,26,24,6,18,,2,35,7.1999,3.72844,1.93108,1.2324,0.179496,0.0929514,0.08654480427503586,0.263427,1.47,0.299209,0.684819,,,4.7827,0.0108945,-0.0590762,999,,,,"12323"
"Brad Wieck","CHC",0,0,,4.14305,10,0,0,1,10,43,8,5,5,1,5,,1,13,11.4549,4.45232,2.57279,1.31004,0.29339,0.114036,0.17935460805892944,0.222294,1.33568,0.294066,0.748498,,,4.26673,0.010845,0.0096813,999,,,,"16390"
"Tommy Nance","SDP",1,1,,4.20844,15,0,0,1,15,65,14,8,7,2,6,,1,15,9.19271,3.79147,2.42457,1.17626,0.237418,0.0979216,0.13949649035930634,0.240039,1.34008,0.294551,0.724898,,,4.33459,0.0107756,-0.0127242,999,,,,"19178"
"Darius Vines","ATL",1,1,,4.42236,24,0,0,1,24,103,24,13,12,4,8,,1,21,7.91575,2.88111,2.74747,1.35515,0.204557,0.074453,0.13010426610708237,0.257585,1.33893,0.29682,0.718784,,,4.48676,0.010739,-0.00121917,747.969970703125,,,,"25928"
"Josh Walker","NYM",1,1,,4.12643,12,0,0,1,12,52,12,6,6,2,5,,0,12,8.78904,3.39131,2.59163,1.1252,0.226408,0.0873612,0.13904715329408646,0.246075,1.33869,0.2981,0.727341,,,4.14042,0.0107293,0.00202782,999,,,,"23617"
"Cody Stashak","SFG",1,1,,4.18298,17,0,0,1,17,74,17,8,8,3,5,,1,17,8.82935,2.49697,3.53602,1.33932,0.226685,0.0641072,0.16257741302251816,0.252759,1.29123,0.300231,0.731775,,,4.17815,0.010517,0.0207023,999,,,,"18088"
"Darren McCaughan","MIA",0,1,,4.5026,10,0,0,1,10,43,11,5,5,1,2,,1,8,6.8976,2.09445,3.29328,1.27082,0.177928,0.0540278,0.12390065938234329,0.26832,1.30975,0.301261,0.694843,,,4.43797,0.010258,0.0112531,999,,,,"20038"
"Zach Brzykcy","WSN",1,1,,4.48475,15,0,0,1,15,66,13,8,7,2,7,,1,16,9.66839,4.401,2.19686,1.21884,0.24554,0.111768,0.13377165794372559,0.234779,1.38418,0.291857,0.711075,,,4.55382,0.00929561,0.00478751,746.9299926757812,,,,"sa3014984"
"Grant Hartwig","NYM",2,2,,4.39549,24,0,0,1,24,106,23,13,12,3,11,,2,23,8.76253,4.1782,2.0972,1.02413,0.220329,0.105058,0.11527043581008911,0.243493,1.40778,0.297657,0.707523,,,4.41891,0.00852337,-0.0278743,999,,,,"29946"
"Dinelson Lamet","LAD",1,1,,4.63315,12,0,0,1,12,52,11,7,6,2,5,,1,14,10.2062,3.99199,2.55668,1.46195,0.259453,0.10148,0.15797238796949387,0.237878,1.36617,0.294408,0.710184,,,4.57567,0.00788089,-0.0222292,999,,,,"17186"
"Joe La Sorsa","WSN",1,2,,4.62117,36,0,0,1,36,156,38,20,18,5,11,,2,26,6.62155,2.71026,2.44314,1.27986,0.169322,0.069305,0.10001695156097412,0.264475,1.35318,0.293503,0.690939,,,4.73417,0.00754723,-0.0114959,999,,,,"25481"
"Max Castillo","PHI",1,1,,4.78977,15,0,0,1,15,65,16,9,8,2,5,,1,12,6.97889,2.81454,2.47959,1.42097,0.179264,0.072296,0.10696806758642197,0.263438,1.35845,0.292417,0.691835,,,4.82506,0.0074319,-0.0255177,999,,,,"21956"
"Nick Snyder","PHI",0,0,,4.49189,6,0,0,1,6,26,6,3,3,1,3,,0,6,9.37616,3.95442,2.37106,1.27226,0.238731,0.100686,0.13804569840431213,0.242861,1.38382,0.296814,0.71899,,,4.43432,0.00668041,0.00751932,999,,,,"23493"
"Wilking Rodríguez","STL",1,1,,4.31138,17,0,0,0,17,76,17,9,8,2,8,,0,15,8.08383,4.31138,1.875,1.07784,0.2,0.106667,0.09333332628011703,0.253731,1.49701,0.3,0.720721,,,4.45264,0.00557552,-0.00302118,999,,,,"8801"
"Riley O'Brien","STL",3,3,,4.27348,58,0,0,10,58,256,53,30,28,7,29,,4,59,9.08938,4.5672,1.99014,1.11631,0.228546,0.114839,0.11370692402124405,0.239796,1.42725,0.294533,0.725161,,,4.59739,0.00487911,0.0930908,749.75,,,,"20348"
"Dominic Hamel","NYM",0,0,,4.28258,6,0,0,1,6,26,6,3,3,1,2,,0,6,9.16042,3.70039,2.47553,1.17417,0.234678,0.0947991,0.13987858593463898,0.240653,1.34542,0.294011,0.714143,,,4.28015,0.0046775,0.00112383,999,,,,"sa3017949"
"Glenn Otto","SDP",1,1,,4.41,21,0,0,1,21,91,19,11,10,3,9,,1,21,8.87442,3.73394,2.37669,1.23624,0.227954,0.0959123,0.13204168528318405,0.237833,1.33054,0.285447,0.703069,,,4.49555,0.00364864,-0.0114429,999,,,,"21366"
"Cole Sulser","NYM",1,1,,4.42783,10,0,0,1,10,43,10,5,5,2,4,,0,10,8.99652,3.79051,2.37344,1.37236,0.230183,0.0969832,0.13320021331310272,0.245001,1.37403,0.292415,0.722026,,,4.59847,0.00336928,0.00165997,999,,,,"15256"
"Elieser Hernández","LAD",1,1,,4.40577,13,0,0,1,13,55,12,7,6,2,4,,1,14,9.34672,2.61133,3.57929,1.66257,0.245412,0.0685646,0.1768479123711586,0.244552,1.24125,0.287471,0.732786,,,4.60728,0.00328434,-0.00636766,999,,,,"16933"
"Ethan Small","SFG",1,1,,4.30189,24,0,0,1,24,106,23,12,11,3,12,,1,24,9.03605,4.52456,1.99711,1.13492,0.227137,0.113733,0.11340414732694626,0.242339,1.44199,0.296157,0.730253,,,4.51973,0.00325741,0.00745725,999,,,,"26364"
"Anthony Solometo","PIT",1,1,,4.3917,12,0,0,1,12,52,12,6,6,1,5,,1,10,7.49246,3.63764,2.0597,1.10606,0.190603,0.0925393,0.09806392341852188,0.254248,1.40028,0.294759,0.712021,,,4.53725,0.00319454,0.0150741,999,,,,"sa3018259"
"Colin Selby","PIT",1,1,,4.43656,19,0,0,1,19,85,17,10,9,2,10,,1,20,9.48451,4.8888,1.94005,1.03501,0.23614,0.121719,0.11442143470048904,0.238139,1.46104,0.298967,0.713884,,,4.46801,0.00300772,0.00903377,999,,,,"24986"
"Ryan Loutos","STL",1,1,,4.41399,25,0,0,1,25,110,25,13,12,3,10,,1,21,7.39431,3.74994,1.97184,1.08124,0.186877,0.0947726,0.0921042338013649,0.254562,1.41865,0.2945,0.708838,,,4.55457,0.00210281,0.00514226,999,,,,"sa3016850"
"Yacksel Ríos","NYM",0,0,,4.46843,8,0,0,1,8,35,7,4,4,1,4,,0,8,9.0468,4.64678,1.9469,1.16645,0.22839,0.11731,0.11108024418354034,0.237264,1.42522,0.28906,0.720314,,,4.64081,0.00168963,0.00124246,999,,,,"15007"
"Michael Rucker","PHI",1,1,,4.8456,21,0,0,1,21,92,21,12,11,3,9,,1,19,8.03987,3.64354,2.20661,1.34371,0.203421,0.0921872,0.11123388260602951,0.258707,1.4239,0.300286,0.691317,,,4.7666,0.00113955,-0.0177965,999,,,,"19454"
"Michael Mercado","PHI",1,1,,4.77092,14,0,0,1,14,61,13,8,7,2,6,,1,14,8.94253,3.91506,2.28413,1.44064,0.226788,0.0992884,0.12749949097633362,0.247005,1.399,0.292437,0.707797,,,4.78428,-0.000154695,-0.0120066,999,,,,"sa3005024"
"Austin Pope","ARI",1,1,,4.42511,17,0,0,1,17,75,17,9,8,2,7,,1,15,7.95398,3.58709,2.21739,1.135,0.200672,0.0904993,0.11017291992902756,0.256085,1.41022,0.301146,0.71025,,,4.48775,-0.000457165,0.00477583,999,,,,"sa3010816"
"Jackson Wolf","PIT",1,1,,4.49362,13,0,0,1,13,56,13,7,6,2,4,,1,11,7.48887,3.00109,2.49538,1.26166,0.193249,0.0774427,0.11580606549978256,0.254148,1.33304,0.290259,0.702402,,,4.53149,-0.00056128,0.00164508,999,,,,"29832"
"Justin Martinez","ARI",1,1,,4.30811,34,0,0,1,34,153,29,18,16,4,23,,2,41,10.8797,6.00325,1.81231,0.991092,0.26848,0.148143,0.12033742666244507,0.223082,1.50644,0.298423,0.732371,,,4.48828,-0.000719384,0.0098097,750.0800170898438,,,,"24453"
"Victor Vodnik","COL",2,2,,4.99134,40,0,0,1,40,180,40,24,22,6,21,,2,39,8.68429,4.76432,1.82278,1.26335,0.214762,0.117822,0.09694081544876099,0.258125,1.54125,0.309614,0.7031,,,4.86861,-0.000767795,0.0255952,748.2899780273438,,,,"24614"
"Calvin Faucher","MIA",1,1,,4.55554,19,0,0,1,19,85,19,10,10,2,9,,1,18,8.72952,4.25993,2.04922,1.16856,0.21658,0.105689,0.11089055985212326,0.255305,1.48802,0.307813,0.719415,,,4.51515,-0.000871774,0.00643319,999,,,,"20116"
"Thomas Pannone","CHC",0,0,,4.4093,6,0,0,1,6,26,6,3,3,1,2,,0,5,7.09687,2.34716,3.0236,1.36779,0.184495,0.0610181,0.1234765574336052,0.262575,1.30592,0.293821,0.71372,,,4.53496,-0.00087779,0.00577249,999,,,,"17281"
"Adam Kloffenstein","STL",0,1,,4.37756,10,0,0,1,10,44,10,5,5,1,4,,1,8,7.54164,3.63673,2.07374,1.09213,0.190809,0.0920119,0.09879689663648605,0.25182,1.38855,0.292573,0.706309,,,4.60332,-0.00093717,0.0080066,999,,,,"sa3008578"
"Sean Hjelle","SFG",1,1,,4.4074,12,0,0,1,12,53,13,6,6,1,4,,1,9,6.88893,3.13472,2.19762,0.978167,0.173357,0.0788839,0.09447312355041504,0.266614,1.41343,0.306464,0.696933,,,4.39818,-0.00111741,0.00393519,999,,,,"21481"
"Jesse Hahn","LAD",0,0,,4.75228,6,0,0,1,6,26,6,3,3,1,2,,0,5,7.66383,2.98621,2.56641,1.38821,0.197,0.0767612,0.12023921310901642,0.259466,1.35032,0.296018,0.691813,,,4.74832,-0.00124149,0.00407758,999,,,,"13287"
"Lucas Gilbreath","COL",2,3,,5.04053,44,0,0,1,44,200,44,27,25,6,24,,2,43,8.81803,5.00607,1.76147,1.28592,0.216079,0.12267,0.09340906888246536,0.256637,1.56371,0.30845,0.701641,,,4.9789,-0.00180287,0.0131085,999,,,,"21290"
"José Castillo","ARI",1,1,,4.30558,8,0,0,1,8,36,8,4,4,1,4,,1,8,9.3157,4.51841,2.06172,1.09261,0.232832,0.112931,0.11990135908126831,0.242154,1.44158,0.300406,0.722181,,,4.46016,-0.00218725,0.00923883,999,,,,"17169"
"Brandon Hughes","ARI",1,1,,4.20281,19,0,0,1,19,83,17,10,9,2,9,,1,20,9.34578,4.03445,2.3165,1.15521,0.239078,0.103207,0.13587141782045364,0.236049,1.35018,0.291457,0.720286,,,4.41454,-0.0021956,0.00712759,999,,,,"23460"
"Nabil Crismatt","LAD",1,0,,4.538,10,0,0,1,10,44,11,5,5,2,3,,0,8,7.64615,2.84903,2.68377,1.39613,0.19456,0.0724949,0.12206467241048813,0.263247,1.37052,0.299711,0.715065,,,4.66134,-0.00248227,0.00680521,999,,,,"17732"
"Dylan Dodd","ATL",1,1,,4.48285,10,0,0,1,10,43,11,5,5,1,3,,0,8,7.09245,2.67443,2.65195,1.30604,0.182646,0.0688723,0.11377350240945816,0.26526,1.35564,0.29876,0.711894,,,4.53832,-0.00309517,0.0119224,999,,,,"29928"
"Gavin Hollowell","COL",1,1,,5.17903,28,0,0,1,28,124,28,17,16,5,12,,2,27,8.62927,3.80041,2.27062,1.48381,0.216252,0.0952393,0.12101271748542786,0.25831,1.43856,0.302921,0.68444,,,4.97879,-0.00319246,0.0126601,999,,,,"25427"
"Geoff Hartlieb","COL",1,1,,5.44366,10,0,0,1,10,45,11,6,6,2,5,,1,8,7.11515,4.14236,1.71765,1.41691,0.17531,0.102064,0.07324644178152084,0.275213,1.55806,0.309239,0.680613,,,5.28255,-0.0040306,0.0061028,999,,,,"19558"
"Anthony Molina","COL",2,3,,5.18741,54,0,0,6,54,239,64,34,31,8,16,,1,35,5.76335,2.65887,2.16759,1.41541,0.144667,0.0667409,0.07792598009109497,0.287454,1.47497,0.309239,0.680823,,,4.98819,-0.00538596,-0.00779895,999,,,,"26952"
"Grant Holmes","ATL",0,0,,4.60706,8,0,0,1,8,35,8,4,4,1,3,,0,7,8.09728,3.67153,2.20542,1.31536,0.20314,0.0921094,0.111030712723732,0.260358,1.44196,0.303475,0.722372,,,4.72804,-0.00543208,0.00942851,999,,,,"sa828669"
"Kyle Backhus","ARI",1,1,,4.42749,14,0,0,1,14,62,14,7,7,2,7,,1,12,7.71213,4.1796,1.84518,1.05181,0.193154,0.10468,0.08847374469041824,0.254999,1.46481,0.299565,0.718976,,,4.60013,-0.00571664,0.0161765,999,,,,"sa3017068"
"Justin Bruihl","CIN",0,1,,4.94231,8,0,0,1,8,35,8,5,4,1,3,,1,6,7.24838,3.68959,1.96455,1.38525,0.183082,0.0931926,0.08988893777132034,0.263274,1.44299,0.296548,0.696783,,,5.07077,-0.00574625,-0.0127624,999,,,,"23779"
"John Curtiss","COL",1,1,,5.35388,17,0,0,1,17,75,19,11,10,3,7,,1,15,7.6963,3.47832,2.21265,1.64354,0.192855,0.0871605,0.10569491237401962,0.272651,1.48095,0.306359,0.686634,,,5.17855,-0.00581308,-0.0100778,999,,,,"16128"
"Alek Jacob","SDP",2,1,,4.22594,38,0,0,1,38,164,36,19,18,5,14,,3,35,8.3608,3.21064,2.60409,1.23156,0.215565,0.0827793,0.1327856481075287,0.243776,1.30017,0.287631,0.71146,,,4.49426,-0.00584531,0.00719801,999,,,,"29628"
"Ryder Ryan","PIT",2,3,,4.57111,40,0,0,1,40,177,40,22,20,5,17,,3,34,7.6886,3.84694,1.99863,1.06052,0.193304,0.0967186,0.0965856984257698,0.256124,1.43291,0.300527,0.697315,,,4.55938,-0.00587955,-0.00893916,999,,,,"19891"
"Spenser Watkins","WSN",0,0,,4.99672,6,0,0,1,6,27,7,4,3,1,2,,0,4,6.30942,3.09182,2.04068,1.34282,0.158229,0.0775373,0.08069171756505966,0.274409,1.45401,0.300723,0.685635,,,4.94396,-0.00596929,-0.0217076,999,,,,"17489"
"Kyle Nicolas","PIT",1,1,,4.51753,21,0,0,1,21,93,20,11,11,3,10,,1,21,9.03731,4.33007,2.0871,1.18955,0.227272,0.108894,0.1183786392211914,0.24137,1.4156,0.293321,0.711472,,,4.60496,-0.00603684,0.0116212,999,,,,"27775"
"Roddery Muñoz","MIA",1,1,,4.63834,12,0,0,1,12,53,12,7,6,2,6,,0,10,7.813,4.23274,1.84585,1.15661,0.19527,0.105788,0.0894811749458313,0.256826,1.4827,0.300097,0.712678,,,4.70068,-0.00626559,-0.0160581,999,,,,"sa3008104"
"Dylan Covey","PHI",1,1,,4.87901,27,0,0,1,27,120,29,16,15,4,11,,1,20,6.5641,3.50491,1.87283,1.20775,0.164655,0.0879179,0.0767374113202095,0.270075,1.46829,0.301702,0.68845,,,4.84553,-0.00633046,-0.0394628,999,,,,"14825"
"Tim Cate","WSN",1,1,,4.7776,13,0,0,1,13,58,14,7,7,2,6,,0,10,6.65888,3.93674,1.69147,1.17734,0.166386,0.0983676,0.06801804900169373,0.2657,1.49349,0.298087,0.703397,,,4.89209,-0.00633583,0.00206014,999,,,,"sa3007926"
"Matt Gage","LAD",1,1,,4.39611,19,0,0,1,19,83,18,10,9,3,8,,1,18,8.54078,3.71148,2.30118,1.35898,0.218261,0.0948474,0.12341348826885223,0.247679,1.37629,0.291178,0.726698,,,4.68846,-0.00648347,-0.00240907,999,,,,"17381"
"Griff McGarry","PHI",0,0,,4.9213,8,0,0,1,8,36,7,5,4,1,5,,0,9,9.92991,5.99606,1.65607,1.2622,0.243055,0.146766,0.09628926217556,0.233891,1.55943,0.292376,0.713512,,,5.03307,-0.00648542,-0.0194426,999,,,,"sa3017130"
"Colten Brewer","CHC",0,0,,4.66463,12,0,0,1,12,53,12,7,6,2,5,,1,11,7.91816,3.82343,2.07095,1.18956,0.200203,0.0966719,0.10353127121925354,0.25444,1.42025,0.297646,0.700549,,,4.66053,-0.00667459,-0.0183356,999,,,,"12997"
"Keegan Thompson","CHC",2,2,,4.4553,36,0,0,1,36,156,34,19,18,5,17,,2,35,8.6622,4.14672,2.08893,1.24461,0.221535,0.106052,0.11548295617103577,0.244152,1.39638,0.291916,0.717827,,,4.66496,-0.00700911,0.00487345,999,,,,"19795"
"Logan Gillaspie","SDP",1,1,,4.45721,14,0,0,1,14,61,14,7,7,2,5,,1,12,7.54095,3.20333,2.3541,1.25734,0.191646,0.0814095,0.11023636907339096,0.254854,1.36658,0.291479,0.712357,,,4.61463,-0.00761313,0.00279498,999,,,,"22461"
"Casey Legumina","CIN",1,1,,5.0346,28,0,0,1,28,124,29,17,16,5,12,,1,25,8.14354,3.73876,2.17814,1.47387,0.20392,0.093621,0.11029864102602005,0.260263,1.4517,0.299518,0.692752,,,4.94093,-0.00798325,-0.0298188,999,,,,"25921"
"Kolton Ingram","NYM",1,1,,4.38814,19,0,0,1,19,84,17,10,9,2,10,,1,19,9.08286,4.53967,2.00078,1.12453,0.228666,0.114289,0.1143774762749672,0.238767,1.42538,0.292329,0.720514,,,4.52968,-0.00800797,-0.0126783,999,,,,"26068"
"Alan Busenitz","CIN",0,0,,5.29841,6,0,0,1,6,27,6,4,4,1,3,,0,5,7.39698,3.78231,1.95568,1.58,0.184941,0.0945662,0.09037494659423828,0.270132,1.49591,0.30159,0.686713,,,5.27981,-0.00819023,-0.0165456,999,,,,"15239"
"Ricky Vanasco","LAD",1,1,,4.57077,15,0,0,1,15,67,14,8,8,2,7,,1,15,9.02013,4.49834,2.00521,1.37971,0.225367,0.112391,0.11297658085823059,0.246311,1.46224,0.294033,0.736083,,,4.86284,-0.00869503,-0.00506677,999,,,,"sa3004863"
"Kevin Kopps","SDP",0,0,,4.59565,10,0,0,1,10,45,10,6,5,1,5,,1,9,7.76552,4.46273,1.74008,1.11247,0.193095,0.110969,0.08212613314390182,0.249699,1.46882,0.291865,0.704568,,,4.85196,-0.0099764,-0.029142,999,,,,"sa3017005"
"Yonny Chirinos","MIA",1,1,,4.70965,24,0,0,1,24,104,26,14,13,3,7,,1,16,6.04529,2.75849,2.19152,1.23587,0.154979,0.0707176,0.08426139503717422,0.273219,1.3943,0.29961,0.69006,,,4.75494,-0.0102756,-0.0321067,999,,,,"16401"
"Stephen Jones","COL",1,1,,5.31912,14,0,0,1,14,63,15,9,8,2,6,,1,12,7.64772,4.07644,1.87608,1.42868,0.187916,0.100165,0.08775173872709274,0.269284,1.52935,0.307034,0.683448,,,5.19316,-0.0104594,-0.00693354,999,,,,"sa3009935"
"Braydon Fisher","LAD",1,0,,4.87686,8,0,0,1,8,36,7,5,4,1,5,,0,8,9.03312,5.27141,1.71361,1.34627,0.223665,0.130523,0.0931418389081955,0.241951,1.51792,0.289902,0.712035,,,5.09597,-0.0106459,-0.0248174,999,,,,"sa3007929"
"Max Kranick","NYM",1,1,,4.56307,17,0,0,1,17,74,17,9,9,2,6,,1,14,7.17882,3.12071,2.30038,1.28042,0.182219,0.0792127,0.10300668329000473,0.25791,1.37308,0.290857,0.705077,,,4.7031,-0.0110365,-0.0127026,999,,,,"22175"
"Jeremiah Estrada","SDP",2,3,,4.31305,61,0,0,11,61,268,52,32,29,9,34,,3,71,10.4491,4.98244,2.0972,1.28086,0.26455,0.126145,0.1384052187204361,0.224349,1.40378,0.284716,0.734235,,,4.58053,-0.0111553,-0.0273171,749.739990234375,,,,"22210"
"Josh James","STL",0,0,,4.74181,8,0,0,1,8,36,8,5,4,1,4,,0,8,8.84622,4.86558,1.81812,1.34591,0.218279,0.120058,0.09822176396846771,0.246376,1.50149,0.293155,0.725741,,,5.0423,-0.012294,-0.0237185,999,,,,"16794"
"Austin Warren","SFG",1,1,,4.5746,10,0,0,1,10,44,10,6,5,1,4,,1,9,7.95725,3.84487,2.06958,1.16664,0.199802,0.0965425,0.1032596230506897,0.25659,1.43775,0.301211,0.706027,,,4.6321,-0.0126771,-0.0274852,999,,,,"24937"
"Christian Roa","CIN",1,1,,5.09606,14,0,0,1,14,63,13,9,8,2,8,,1,15,9.539,5.29899,1.80015,1.49773,0.234744,0.130402,0.10434195399284363,0.243215,1.52999,0.293086,0.710277,,,5.23418,-0.0127308,-0.0292473,999,,,,"sa3014477"
"Brent Honeywell","PIT",2,2,,4.75316,36,0,0,1,36,159,37,20,19,5,14,,2,28,7.06199,3.46089,2.04051,1.21259,0.177517,0.0869962,0.09052075445652008,0.261159,1.42431,0.295573,0.694671,,,4.75384,-0.0128462,-0.0138666,750.9199829101562,,,,"16466"
"Logan Allen","ARI",1,1,,4.58174,13,0,0,1,13,58,14,7,7,2,6,,1,10,7.00201,3.83491,1.82586,1.1085,0.174888,0.0957841,0.07910431921482086,0.262417,1.46467,0.29949,0.707132,,,4.77281,-0.0129381,0.000129445,737.3400268554688,,,,"18555"
"Bryse Wilson","MIL",3,3,,4.45702,61,0,0,10,61,261,63,32,30,10,17,,2,48,7.08085,2.50737,2.82401,1.42317,0.184108,0.0651938,0.11891406029462814,0.260789,1.30978,0.290128,0.714799,,,4.6951,-0.0133343,0.0951338,750.0599975585938,,,,"19990"
"Justin Yeager","MIL",1,1,,4.62785,19,0,0,1,19,85,17,11,10,3,11,,1,21,9.7377,5.12371,1.90052,1.35217,0.24322,0.127976,0.11524423956871033,0.235825,1.47602,0.289541,0.725396,,,4.85506,-0.0138819,-0.0251662,999,,,,"sa3010825"
"Taylor Lehman","PHI",0,1,,5.15789,10,0,0,1,10,45,10,6,6,1,5,,0,9,7.65897,4.82083,1.58872,1.3256,0.189323,0.119167,0.07015633583068848,0.258334,1.5462,0.296295,0.693163,,,5.21721,-0.0139012,-0.0169132,999,,,,"sa3007834"
"Corbin Martin","ARI",2,2,,4.52452,28,0,0,1,28,124,28,15,14,4,12,,1,26,8.21702,4.01295,2.04763,1.23464,0.206821,0.101005,0.10581585764884949,0.255072,1.4515,0.300257,0.72126,,,4.62832,-0.0139704,0.00276653,999,,,,"19884"
"Spencer Bivens","SFG",0,1,,4.78831,8,0,0,1,8,36,8,5,4,1,3,,1,6,6.97827,3.88727,1.79516,1.16412,0.173685,0.0967518,0.07693281769752502,0.265252,1.4815,0.301497,0.698308,,,4.90767,-0.0148492,-0.0279861,999,,,,"sa3018251"
"Kai-Wei Teng","SFG",2,2,,4.39654,35,0,0,1,35,156,32,19,17,4,18,,4,37,9.39132,4.50502,2.08464,1.02017,0.23382,0.112164,0.12165673822164536,0.237011,1.41275,0.296757,0.704036,,,4.48362,-0.0148604,-0.0352736,999,,,,"sa3007229"
"Edwin Escobar","CHC",1,1,,4.86885,14,0,0,0,14,62,15,8,8,2,6,,1,10,6.4918,3.83607,1.69231,1.18033,0.161765,0.0955882,0.06617648154497147,0.26749,1.4918,0.298429,0.689223,,,4.94356,-0.0167238,-0.0168974,999,,,,"10337"
"Yosver Zulueta","CIN",1,1,,4.64444,17,0,0,1,17,76,16,10,9,2,9,,2,17,8.75808,4.77982,1.8323,1.12742,0.217214,0.118547,0.09866715967655182,0.242249,1.45606,0.294021,0.697924,,,4.92253,-0.0189749,-0.0379704,999,,,,"sa3014869"
"Vladimir Gutierrez","MIA",1,1,,4.89658,17,0,0,1,17,75,18,10,9,2,7,,1,14,7.21971,3.72819,1.93652,1.26496,0.181491,0.0937205,0.0877709686756134,0.263011,1.45255,0.298751,0.691912,,,4.89448,-0.0198414,-0.0252066,999,,,,"19278"
"Dakota Chalmers","ARI",0,0,,5.3605,6,0,0,1,6,28,6,4,4,1,4,,0,6,8.25704,6.51571,1.26725,1.21897,0.195377,0.154174,0.04120318591594696,0.250251,1.70205,0.295092,0.701977,,,5.54294,-0.0214772,-0.0225113,999,,,,"sa875017"
