Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Joey Bart","PIT",97.326,368.2,332.324,78.3156,51.9,13.737,0.770619,11.9079,39.3605,44.3051,26.1702,0.0859489,102.67,7.22638,2.09484,0.38426,7.31208,0.865356,0.259606,0.23566,0.071076,0.278843,0.254896,0.303718,0.389131,0.304041,0.692848,0.153471,2.65341,0.302071,,-0.604589,41.2522,-1.81914,91.7199,-0.604589,2.64,-4.250268638134003,9.538761377334595,1.81252,269.5899963378906,,,,,,,364.8,3.760824742,364.8,3.760824742,,,,,,,,,,,,,,,,,,,"Joey Bart","21524",663698
"James Wood","WSN",137.94,592.34,524.194,135.885,86.1776,29.2692,3.14675,17.291,75.5609,67.9856,59.5616,2.08703,163.473,4.56874,3.58012,0.435919,10.8484,17.0246,4.73486,0.259226,0.100553,0.275978,0.364352,0.337918,0.426027,0.332376,0.763945,0.166801,5.53477,0.341759,,0.317442,79.8733,10.5825,113.742,0.317442,-5.04,10.051483988761902,-12.30695390701294,1.80427,55.290000915527344,,,,,,,711.9,5.158695652,711.9,5.158695652,,,,,,,,,,,,,,,,,,,"James Wood","29518",695578
"Brandon Marsh","PHI",127.419,491.087,432.584,103.842,66.7276,19.7941,3.07836,14.2419,62.6089,50.5271,50.09,1.32707,153.999,3.68174,2.69033,2.04138,6.7858,13.5292,3.72211,0.240051,0.101998,0.313589,0.325261,0.322288,0.39881,0.315767,0.721098,0.158759,5.88934,0.33554,,0.257813,59.655,2.2086,101.61,0.257813,-0.18,1.2031262814998627,-0.5630538165569305,1.75508,314.239990234375,,,,,,,533.5,4.200787401,533.5,4.200787401,,,,,,,,,,,,,,,,,,,"Brandon Marsh","20202",669016
"Ryan McMahon","COL",146.572,620.529,547.152,131.106,81.7392,26.333,1.6261,21.4078,72.7383,72.6879,65.2141,2.29038,179.349,3.71628,4.06003,0.386522,10.816,6.67773,2.16267,0.239615,0.105094,0.289026,0.363615,0.322565,0.411064,0.319827,0.733629,0.171449,3.8763,0.313017,,-0.711418,77.4067,4.81846,91.8269,-0.711418,0.49,-6.7761542201042175,2.751913547515869,1.71854,280.9700012207031,,,,,,,685.5,4.663265306,685.5,4.663265306,,,,,,,,,,,,,,,,,,,"Ryan McMahon","15112",641857
"Miguel Amaya","CHC",94.386,335.498,298.981,67.9972,46.1674,13.1687,0.626997,8.03406,32.7629,35.3168,24.9959,0.704965,71.4679,6.71809,2.27082,2.53219,7.06997,0.467352,0.110312,0.22743,0.0745038,0.213021,0.349749,0.299464,0.356284,0.289734,0.655747,0.128854,2.40345,0.270409,,-0.560315,33.7251,-5.52079,87.2229,-0.560315,3.71,-5.686375796794891,10.992870330810547,1.7019,366.0899963378906,,,,,,,296.4,3.153191489,296.4,3.153191489,,,,,,,,,,,,,,,,,,,"Miguel Amaya","21693",665804
"Garrett Mitchell","MIL",116.492,451.807,400.911,92.7483,59.5647,16.7513,2.7716,13.6607,56.5877,47.3462,42.1495,0.790287,139.372,4.21025,2.36415,2.172,7.19551,19.1895,3.82278,0.231344,0.093291,0.308476,0.302426,0.30938,0.389176,0.30628,0.698556,0.157832,6.57845,0.316043,,1.45989,51.4338,-1.41773,95.4421,1.45989,2.49,-1.0026170015335083,1.8222768902778625,1.63853,260.1199951171875,,,,,,,480.7,4.143965517,480.7,4.143965517,,,,,,,,,,,,,,,,,,,"Garrett Mitchell","27555",669003
"Jake McCarthy","ARI",135.074,532.833,479.75,124.343,89.3508,22.3308,4.86615,7.79483,69.9867,45.9013,36.0503,0.82757,96.8132,8.68277,3.41358,4.936,9.76769,31.98,5.70707,0.259182,0.0676577,0.181695,0.372369,0.320281,0.374758,0.305527,0.695039,0.115576,7.32559,0.307874,,3.03289,60.3345,-1.99527,93.6721,3.03289,-0.63,-0.999016523361206,-1.2179290056228638,1.60359,216.97000122070312,,,,,,,560.9,4.154814814,560.9,4.154814814,,,,,,,,,,,,,,,,,,,"Jake McCarthy","21622",664983
"Nathaniel Lowe","WSN",141.329,594.162,518.05,134.289,95.3028,22.2282,1.68762,15.0701,66.6996,66.4608,67.5041,1.50779,129.51,4.21623,3.90175,0.49034,14.3406,1.56363,0.540059,0.25922,0.113612,0.21797,0.521228,0.347008,0.395913,0.327614,0.742922,0.136693,2.76833,0.315918,,-1.21232,77.8417,8.33776,110.537,-1.21232,0.34,6.274330258369446,-10.565014988183975,1.60034,254.14999389648438,,,,,,,665.6,4.720567375,665.6,4.720567375,,,,,,,,,,,,,,,,,,,"Nathaniel Lowe","19566",663993
"Brice Turang","MIL",142.277,572.944,517.301,126.371,92.0861,23.3152,3.03399,7.93562,65.9018,48.9921,46.3779,1.18249,107.622,2.27714,4.09505,2.89302,8.78161,33.6615,5.9,0.244289,0.0809466,0.187841,0.430931,0.307036,0.347111,0.288846,0.654147,0.102822,6.43133,0.291829,,3.24131,57.1842,-9.83767,83.7074,3.24131,1.25,-7.921253442764282,4.211550951004028,1.58737,150.58999633789062,,,,,,,539.4,3.798591549,539.4,3.798591549,,,,,,,,,,,,,,,,,,,"Brice Turang","22186",668930
"Jurickson Profar","ATL",139.597,601.79,521.592,130.113,86.9195,25.8505,1.46832,15.8748,74.2183,63.2803,63.9355,1.70762,98.6415,8.63719,4.36894,2.97405,12.809,5.79659,1.71928,0.249454,0.106242,0.163914,0.64816,0.338638,0.395951,0.323446,0.734588,0.146497,3.74747,0.277652,,-0.782305,76.8224,6.42615,106.175,-0.782305,-1.69,3.6615776419639587,-8.389557361602783,1.58141,212.75999450683594,,,,,,,662.3,4.730714285,662.3,4.730714285,,,,,,,,,,,,,,,,,,,"Jurickson Profar","10815",595777
