Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Ian Happ","CHC",156,672,581,144,85,33,2,23,88,79,79,2,163,6,4,1,,12,3,0.247049,0.11796,0.242169,0.487097,0.341416,0.430452,0.33668,0.771868,0.183403,4.56782,0.301645,0.113955,-0.248559,92.9427,14.3334,118.821,-0.134604,0.220156,14.989423871040344,-6.979844629764557,3.1396,130.80999755859375,,,,,,,818.1,5.244230769,818.1,5.244230769,,,,,,,,,,,,,,,,,,,"Ian Happ","17919",664023
"Jackson Chourio","MIL",149,644,591,159,101,30,3,24,88,85,44,3,132,4,4,2,,27,8,0.269159,0.0684814,0.205714,0.332896,0.322229,0.454633,0.333419,0.776862,0.185474,5.95251,0.307882,0.842638,1.22199,87.3798,12.0459,113.708,2.06463,3.54027,12.621358156204224,-3.859734058380127,3.12092,16.809999465942383,,,,,,,802,5.382550335,802,5.382550335,,,,,,,,,,,,,,,,,,,"Jackson Chourio","28806",694192
"James Wood","WSN",139,602,527,139,85,29,4,21,79,77,68,2,161,4,3,0,,18,6,0.263647,0.11268,0.267625,0.421036,0.349721,0.453104,0.347885,0.802825,0.189457,5.6647,0.339295,-0.0942534,0.00341422,88.6902,18.2694,124.181,-0.0908391,0.0636433,17.316234834492207,-7.286357119679451,3.10738,56.4900016784668,,,,,,,789.1,5.676978417,789.1,5.676978417,,,,,,,,,,,,,,,,,,,"James Wood","29518",695578
"Xavier Edwards","MIA",136,588,523,150,117,24,4,5,72,48,54,1,82,2,4,5,,32,7,0.28587,0.0913339,0.139184,0.656211,0.352807,0.374432,0.321658,0.72724,0.0885623,6.28687,0.328934,0.27653,2.35728,74.2158,5.43273,103.543,2.63381,-1.06606,5.124844074249268,5.033939361572266,3.07252,144.19000244140625,,,,,,,665.6,4.894117647,665.6,4.894117647,,,,,,,,,,,,,,,,,,,"Xavier Edwards","22266",669364
"Bryson Stott","PHI",139,602,541,140,98,25,3,13,71,65,51,1,103,4,5,1,,26,5,0.258353,0.0842929,0.171182,0.492416,0.323592,0.389059,0.312189,0.712651,0.130706,5.88619,0.294429,0.591254,2.09521,71.3946,0.973775,99.2015,2.68646,4.60713,2.111637830734253,6.807125806808472,2.99263,176.66000366210938,,,,,,,655.2,4.713669064,655.2,4.713669064,,,,,,,,,,,,,,,,,,,"Bryson Stott","26294",681082
"Pete Crow-Armstrong","CHC",133,574,525,129,83,23,7,16,73,70,33,2,146,8,4,4,,31,7,0.24626,0.058233,0.254017,0.229248,0.299486,0.40919,0.305918,0.708677,0.162931,7.62962,0.308287,-0.111415,2.35747,65.1768,-1.96857,98.1159,2.24605,6.76904,0.9528179168701172,8.819035768508911,2.98438,132.55999755859375,,,,,,,616.7,4.636842105,616.7,4.636842105,,,,,,,,,,,,,,,,,,,"Pete Crow-Armstrong","27769",691718
"CJ Abrams","WSN",139,602,546,139,87,29,4,19,83,67,36,2,116,13,4,2,,33,8,0.254217,0.0604642,0.191954,0.314993,0.314111,0.426734,0.32029,0.740845,0.172517,6.98684,0.288357,0.522479,2.29669,75.32,4.89918,105.608,2.81917,-4.66243,6.856006622314453,1.787571907043457,2.96421,48.59000015258789,,,,,,,705.2,5.073381294,705.2,5.073381294,,,,,,,,,,,,,,,,,,,"CJ Abrams","25768",682928
"Lars Nootbaar","STL",126,546,466,116,71,24,3,19,73,63,72,2,111,2,5,1,,9,3,0.250038,0.132216,0.203274,0.650431,0.350334,0.435673,0.341953,0.786007,0.185636,4.88761,0.286536,0.340391,-0.395905,77.8331,13.9631,121.292,-0.055514,1.45042,13.846328094601631,-3.3995816707611084,2.95773,262.92999267578125,,,,,,,679.6,5.393650793,679.6,5.393650793,,,,,,,,,,,,,,,,,,,"Lars Nootbaar","21454",663457
"Brenton Doyle","COL",154,665,608,152,98,26,5,23,86,80,43,1,188,5,5,3,,28,6,0.249386,0.0651182,0.282659,0.230377,0.302305,0.422495,0.312985,0.7248,0.173109,6.65037,0.319001,0.686415,2.07404,79.2921,1.50169,87.2217,2.76045,11.3027,-7.401001453399658,13.677705764770508,2.93655,74.76000213623047,,,,,,,743.7,4.829220779,743.7,4.829220779,,,,,,,,,,,,,,,,,,,"Brenton Doyle","25479",686668
"Pete Alonso","NYM",154,665,577,139,77,26,1,35,87,102,69,7,154,13,5,0,,4,1,0.241284,0.104038,0.231557,0.449299,0.333889,0.47276,0.345186,0.80665,0.231476,3.36212,0.26448,-1.22638,-0.63538,96.5275,18.7371,125.514,-1.86176,-0.223731,18.427562355995178,-12.348731100559235,2.91611,48.630001068115234,,,,,,,862.3,5.599350649,862.3,5.599350649,,,,,,,,,,,,,,,,,,,"Pete Alonso","19251",624413
